Turma,disciplina,Carga Horária,Departamento,ano,semestre,modalidade,Cursos - Ano/Serie - Prioridade,Cursos - Prioridade - Vagas,Docentes,dia,hora,Horários,status
EDO199415-MATEMÁT.,Prática de Ensino e Estágio Supervisionado II,105.0,EDO,3,2,L,1415L - 3/2 - Obrigatória - Integral 1419L - 3/2 - Obrigatória - Integral 1421L - 3/2 - Obrigatória - Integral ,1415L - / 1419L - / 1421L - / ,,seg;qui,8-10;14-19,Segunda: 08:00-10:00 Quinta: 14:00-19:00
EDO204815-MATEMÁT.,Psicologia da Aprendizagem,60.0,EDO,3,2,L,1419L - 3/2 - Obrigatória - Integral 1415L - Equivalente 1421L - 3/2 - Obrigatória - Integral 1215L - I - Equivalente 1215L - N - Equivalente ,1419L - / 1415L - / 1421L - / 1215L - I - /5 1215L - N - /5 ,Cesar Donizeti Pereira Leite,qua,8-12,Quarta: 08:00-12:00 (GIIS8)
MAT003815-MATEMÁT.,Análise Funcional,60.0,DM,4,2,B,1419B - Equivalente 1415B - Equivalente 1421B - 4/2 - Obrigatória - Integral ,1419B - / 1415B - / 1421B - / ,Suzete Maria Silva Afonso,ter;qua,16-18;10-12,Terça: 16:00-18:00 Quarta: 10:00-12:00
MAT003715-MATEMÁT.,Funções de Variável Complexa II,60.0,DM,4,2,B,1415B - Equivalente 1419B - Equivalente 1421B - 4/2 - Obrigatória - Integral ,1415B - / 1419B - / 1421B - / ,Marta Cilene Gadotti,seg;qua,14-16;14-16,Quarta: 14:00-16:00 Segunda: 14:00-16:00
MAT002515-MATEMÁT.,História da Matemática,60.0,DM,4,2,L,1415L - Equivalente 1419L - Equivalente 1421L - 4/2 - Obrigatória - Integral ,1415L - / 1419L - / 1421L - / ,Andreia Lunkes Conrado,seg;qua,14-16;14-16,Segunda: 14:00-16:00 Quarta: 14:00-16:00
MAT002715-MATEMÁT.,Matemática Elementar do Ponto de Vista Avançado,60.0,DM,4,2,L,1415L - Equivalente 1419L - Equivalente 1421L - 4/2 - Obrigatória - Integral ,1415L - / 1419L - / 1421L - / ,Andreia Lunkes Conrado,seg;qua,16-18;16-18,Segunda: 16:00-18:00 Quarta: 16:00-18:00
MAT005315-MATEMÁT.,Modelagem Matemática para a Educação Básica - optativa,60.0,DM,4,2,L,1421B - 9/ - Optativa - Integral 1421L - 9/ - Optativa - Integral 1419L - Equivalente 1419B - Equivalente 1415L - Equivalente 1415B - Equivalente ,1421B - / 1421L - / 1419L - / 1419B - / 1415L - / 1415B - / ,Ana Paula dos Santos Malheiros,seg;ter,10-12;10-12,Segunda: 10:00-12:00 Terça: 10:00-12:00
EDO203115-MATEMÁT.,Prática de Ensino e Estágio Supervisionado IV,105.0,EDO,4,2,L,1421L - 4/2 - Obrigatória - Integral 1415L - 4/2 - Obrigatória - Integral 1419L - 4/2 - Obrigatória - Integral ,1421L - / 1415L - / 1419L - / ,,seg;ter;sex,18-19;8-10;8-12,Terça: 08:00-10:00 Sexta: 08:00-12:00 Segunda: 18:00-19:00
MAT002615-MATEMÁT.,Tecnologia no Ensino de Matemática,60.0,DM,4,2,L,1415L - Equivalente 1419L - Equivalente 1421L - 4/2 - Obrigatória - Integral ,1415L - / 1419L - / 1421L - / ,Marcelo de Carvalho Borba,ter,14-18,Terça: 14:00-18:00
MAT003515-MATEMÁT.,Teoria dos Conjuntos,60.0,DM,4,2,B,1419B - Equivalente 1415B - Equivalente 1421B - 4/2 - Obrigatória - Integral ,1419B - / 1415B - / 1421B - / ,,qua;qui,16-18;14-16,Quarta: 16:00-18:00 Quinta: 14:00-16:00
MAT003615-MATEMÁT.,Teoria dos Corpos,60.0,DM,4,2,B,1415B - Equivalente 1419B - Equivalente 1421B - 4/2 - Obrigatória - Integral ,1415B - / 1419B - / 1421B - / ,Carina Alves,seg;ter,16-18;14-16,Segunda: 16:00-18:00 Terça: 14:00-16:00
